Positions,P-Value
5689,5.3092787346043864e-36
5690,2.766450916714993e-34
5691,1.5560756215921307e-39
5692,5.872689267366896e-40
5693,1.026103944647066e-40
5694,4.6321663145682434e-40
5695,1.942541259463337e-41
5696,1.7816116933501902e-40
5697,5.716215283815688e-45
5698,1.958245911503095e-41
5699,1.6591772893028296e-38
5700,8.401715599863431e-40
5701,6.965409455175938e-41
5702,5.286966331019432e-43
5703,5.173111870857754e-42
5704,8.400927227268416e-40
5705,1.2117076623963108e-40
5706,3.5963535755397284e-40
5707,9.163554176739143e-41
5708,1.198245993500881e-42
5709,2.2435900442493483e-42
5710,2.000257354133252e-38
5711,2.516907013479495e-39
5712,3.0512952455709065e-41
5713,8.418860178649396e-40
5714,7.359481844765484e-41
5715,2.7244115014462926e-39
5716,6.381793361241578e-41
5717,3.2861018316646413e-40
5718,3.566502878833458e-38
5719,2.837943882469189e-40
5720,1.872723392762879e-42
5721,1.6638664083261825e-39
5722,3.8960858622592075e-38
5723,1.5267587611520362e-40
5724,7.251985153498494e-94
5725,1.0577281580017463e-40
5726,1.3401229106546863e-42
5727,1.1754842007815461e-41
5728,8.879514214449094e-39
5729,2.8723595792913096e-39
5730,4.098591086343195e-95
5731,2.0294471491411387e-39
5732,1.3843787102314886e-39
5733,1.3843787102314886e-39
5734,6.061439299066355e-39
5735,1.508376269366998e-39
5736,4.486159790439107e-43
5737,5.518099290396155e-41
5738,9.1950897903707e-44
5739,2.929939070668074e-41
5740,8.102767082928056e-41
5741,1.76345224940787e-43
5742,2.086223290367628e-41
5743,2.373782574737915e-41
5744,1.180429881608623e-42
5745,5.3258565270441e-42
5746,6.978570475408931e-41
5747,1.6755950659899602e-41
5748,1.381827743566854e-40
5749,3.5795588994216623e-41
5750,2.578265168997551e-42
5751,2.1985697383270044e-42
5752,4.2094842619539765e-40
5753,2.5186420337445435e-39
5754,8.210564039507394e-41
5755,6.581506695319697e-40
5756,1.7869670880739176e-41
5757,1.2754727429406431e-40
5758,2.694371823233033e-40
5759,1.0846533558170703e-40
5760,3.80424848778709e-39
5761,4.0610254597115996e-38
5762,1.1226529412009183e-38
5763,7.815520132760353e-40
5764,1.2243449742697881e-42
5765,1.3333341129927953e-41
5766,3.7323685067557364e-41
5767,3.5602009329692954e-40
5768,1.071743275137602e-40
5769,4.099800202634633e-41
5770,2.1790541866747094e-38
5771,5.806023273685486e-39
5772,5.437288040014709e-39
5773,1.1015993502937808e-36
5774,8.544705523165456e-39
5775,6.804655827031079e-40
5776,2.9314177958748395e-39
5777,3.945564558506446e-37
5778,3.1699415255352005e-39
5779,7.889562874162215e-39
5780,1.5465363972432963e-40
5781,1.0029480637860623e-39
5782,4.336978617658976e-39
5783,2.937597265013586e-38
5784,2.5701445743718487e-39
5785,3.129133046930794e-41
5786,5.779097395832501e-41
5787,7.565977144920628e-50
5788,4.501461187337344e-39
5789,4.501461187337345e-39
5790,1.959533479008898e-38
5791,3.6188788642860627e-38
5792,3.4272676180232606e-37
5793,5.45850541597147e-36
5794,8.430136664767745e-57
5795,2.445757097562689e-37
5796,2.391610740208088e-40
5797,2.7845031755962606e-35
5798,1.3834314975857875e-37
5799,9.755943421607867e-37
5800,4.496139669373415e-37
5801,4.1686937496396083e-36
5802,5.354779863675498e-35
5803,3.1174182557645245e-35
5804,1.3912002500134506e-35
5805,4.419583657596403e-37
5806,9.207578615557458e-38
5807,1.7806435374663766e-34
5808,1.1489064043517353e-36
5809,1.0311965038767321e-37
5810,3.852608269462933e-37
5811,1.0309132843146617e-38
5812,1.0998016626945615e-40
5813,3.969863319669396e-35
5814,5.55492097991454e-38
5815,1.2265554453962437e-39
5816,8.362921715302013e-38
5817,7.432658320087317e-38
5818,2.1282291997622633e-43
5819,3.5774015782831083e-44
5820,1.2697080701316067e-42
5821,1.0682176605320378e-46
5822,8.35534634100867e-65
5823,9.279423971658219e-47
5824,2.7635719322204738e-45
5825,2.3486648092734404e-44
5826,5.4040116116121553e-45
5827,8.991939558037106e-48
5828,1.3233030904808258e-46
5829,1.2481056762260656e-46
5830,1.519867799487284e-45
5831,5.097337139861412e-45
5832,8.512611649255686e-56
5833,1.921066517391111e-50
5834,2.0328523297226306e-40
5835,9.206072878371624e-46
5836,7.1968834499774075e-40
5837,4.326896987175938e-42
5838,4.779967095968969e-41
5839,1.8646544925577683e-42
5840,9.729384969761503e-43
5841,1.8107116301651733e-43
5842,2.371147688696456e-43
5843,1.0395274128299003e-43
5844,1.5223180436942536e-43
5845,4.9223435452074746e-43
5846,2.705346605111636e-46
5847,1.7159767804998853e-44
5848,1.7159767804998853e-44
5849,3.178258088872818e-48
5850,1.6750471143847688e-42
5851,3.2533190717677034e-45
5852,3.253319071767751e-45
5853,3.2533190717677034e-45
5854,3.894091273785714e-43
5855,7.08172566940418e-44
5856,7.830792304496049e-45
5857,1.3056946295467899e-42
5858,2.0292884519749647e-42
5859,2.9759943163569967e-43
5860,6.210429632576555e-44
5861,2.3148539260156197e-43
5862,1.5991084490643143e-44
5863,5.3729436617076776e-43
5864,1.1708306044191544e-41
5865,1.2345772573333167e-38
5866,1.2920245031819504e-120
5867,3.484032830037789e-28
5868,1.3977818159078983e-31
5869,2.2444493037524313e-27
5870,2.163541150870645e-27
5871,4.891190766102239e-31
5872,3.8122700346951977e-22
5873,8.203909244150432e-25
5874,9.440368943708632e-26
5875,1.674209905766532e-24
5876,3.242103358560414e-24
5877,3.5852232369702674e-25
5878,3.983790626375369e-23
5879,1.1634355049315952e-23
5880,5.412535961631269e-18
5881,5.553543839456559e-20
5882,2.312669183474701e-18
5883,7.692183669178358e-17
5884,3.8106876614298123e-08
5885,1.221849511947111e-07
5886,1.1353909508393696e-14
5887,1.9637170643742132e-08
5888,3.88172061327947e-09
5889,1.937406319868591e-09
5890,3.88172061327947e-09
5891,3.88172061327947e-09
5892,1.4709562559519331e-08
5893,2.6453994840134346e-09
5894,5.263779018507662e-07
5895,4.7520861411725746e-08
5896,8.412840949746129e-09
5897,8.412840949746129e-09
5898,5.961172120521896e-08
5899,4.849619773791708e-09
5900,9.544073999448449e-09
5901,3.966151850664427e-09
5902,4.481798506555374e-08
5903,2.7058808701001535e-08
5904,4.60892590367452e-09
5905,3.720643451502741e-08
5906,9.61659705715917e-09
5907,6.333603094150527e-10
5908,1.3793064764066072e-08
5909,1.3793064764066072e-08
5910,1.9483082008811286e-08
5911,9.308065989249892e-08
5912,3.6999260147274965e-08
5913,2.647292549409869e-08
5914,1.1958791672182026e-07
5915,3.6206025111059774e-07
5916,1.3575457410391835e-07
5917,3.580366558324211e-07
5918,1.1696350701579172e-06
5919,2.527883504018949e-07
5920,2.919687300802049e-07
5921,2.5112603194407815e-07
5922,1.2961397774449083e-07
5923,1.6588188415881797e-07
5924,4.6812749626200753e-271
5925,1.042496186297225e-06
5926,6.700998906487655e-07
5927,3.5132959796727175e-08
5928,4.9741883867436755e-08
5929,2.2118646924225205e-08
5930,1.8265876722810245e-07
5931,4.223762113097599e-08
5932,1.8615446028370928e-07
5933,1.0456426242599863e-13
5934,3.286814419898416e-12
5935,3.3627493910349407e-15
5936,3.788132655173012e-15
5937,2.0983423694835393e-13
5938,1.6044614460150798e-13
5939,1.4103684824442481e-13
5940,1.8535529688415737e-12
5941,1.5508564351871322e-11
5942,1.8781806720360775e-13
5943,7.707235146113351e-13
5944,2.9750724479174616e-129
5945,3.104981221265407e-12
5946,7.972598156542354e-12
5947,6.176876724851341e-10
5948,2.2497356261032175e-10
5949,1.3369209670876213e-10
5950,5.136756589490854e-10
5951,9.981702004361488e-11
5952,2.6697775416714546e-09
5953,3.812562511655251e-08
5954,2.1766177714452085e-10
5955,1.1164057982527773e-08
5956,4.008823377235059e-09
5957,4.036147538655262e-09
5958,1.2927275595473678e-09
5959,4.506193048615159e-12
5960,2.409869217601112e-15
5961,2.7403731147915244e-15
5962,9.420296758288839e-16
5963,5.833387737459241e-14
5964,1.2747085742930803e-14
5965,3.3211272568152714e-17
5966,1.3084777420850722e-13
5967,5.849075406883894e-13
5968,8.597358113300032e-12
5969,3.084865750248685e-13
5970,1.622754430082636e-12
5971,3.355901330246988e-13
5972,4.5255502059486025e-10
5973,4.673005521937703e-11
5974,7.394714990016124e-14
5975,1.993123369988374e-11
5976,2.203433237040459e-13
5977,4.698068962102144e-11
5978,5.352396571523231e-14
5979,2.4558397277399862e-15
5980,8.833447668908719e-12
5981,3.3070572663015035e-12
5982,1.0071465591245574e-11
5983,6.008078619537525e-12
5984,5.86837000455056e-11
5985,5.5797334264549934e-11
5986,0.0
5987,1.293886534175302e-12
5988,3.198178673896134e-12
5989,1.3746733828601935e-10
5990,1.498267002979e-10
5991,3.8224993956464467e-19
5992,2.673202490328748e-09
5993,7.194089719825638e-11
5994,7.213599622832706e-11
5995,6.974778972975536e-10
5996,5.382359810238036e-11
5997,6.87883853692941e-11
5998,1.2291691003443232e-09
5999,2.8186266246866e-09
6000,3.514958324832465e-10
6001,9.173655458241084e-10
6002,1.426926587329495e-09
6003,5.255895965852808e-10
6004,1.7199224937082796e-08
6005,5.4709495946658997e-08
6006,3.514958324832465e-10
6007,1.7283517899161457e-10
6008,1.0472311451300902e-09
6009,5.5449907838642206e-11
6010,5.0193659586837536e-11
6011,7.630867622184136e-10
6012,3.5229215319455345e-12
6013,2.627885567873148e-09
6014,8.007351147320911e-09
6015,9.533756583411314e-10
6016,4.806498145408816e-09
6017,7.732066984378975e-10
6018,6.311543370367856e-09
6019,3.7169132994385906e-10
6020,2.8927649247808974e-10
6021,4.217410867621008e-10
6022,1.4464019641719604e-09
6023,6.663675655065046e-09
6024,9.882872987374596e-10
6025,1.39740672841322e-09
6026,2.1915225093467348e-11
6027,1.6781298170998486e-16
6028,2.053650149107832e-09
6029,4.033075495238215e-10
6030,1.1825612707614948e-09
6031,2.4611393026769023e-09
6032,1.119935772332437e-10
6033,3.2135212161318114e-10
6034,1.0343107429763051e-09
6035,3.0549016269323712e-09
6036,1.9363382566224309e-10
6037,5.489894098003342e-13
6038,5.326735221406876e-10
6039,2.1908868102832553e-10
6040,2.341023910827664e-90
6041,3.461523376492163e-11
6042,3.1450852361157044e-10
6043,3.76613795094156e-10
6044,2.7598785250379503e-11
6045,1.2999625087165926e-11
6046,1.888288841473766e-11
6047,3.81561905681849e-11
6048,2.6253855742787736e-11
6049,8.182578435464997e-12
6050,2.4413081171369077e-13
6051,1.7153352196345002e-11
6052,4.1515563415718044e-10
6053,6.35458477836815e-12
6054,1.3217191297726407e-11
6055,3.3723428229166875e-11
6056,1.2411412548446183e-11
6057,1.2648498689861035e-12
6058,1.606538434743944e-10
6059,3.0319686337270414e-13
6060,2.3911808107085202e-12
6061,2.1542091540999586e-12
6062,8.405152702370273e-12
6063,2.288522819678226e-09
6064,2.408483636824863e-10
6065,5.124826819504349e-11
6066,1.97941249007206e-11
6067,4.761254377688116e-10
6068,1.065410095506835e-09
6069,6.882720880277262e-11
6070,3.220839217472438e-14
6071,1.8131644308496798e-11
6072,1.8131644308496798e-11
6073,1.0566258748463385e-11
6074,1.3169777537590154e-11
6075,5.380532350295654e-11
6076,5.874870943028876e-11
6077,1.6526654428081144e-10
6078,3.8841184635404697e-19
6079,4.1037139333428573e-10
6080,1.7233258348288202e-09
6081,2.4283676596375285e-09
6082,1.1459534306022832e-09
6083,7.47404528774041e-10
6084,9.566584756666674e-11
6085,2.3715240326722925e-10
6086,1.909550026982688e-11
6087,1.1508894249290173e-11
6088,6.984327813680569e-11
6089,2.552824122011126e-10
6090,2.822306157540205e-10
6091,1.7253950103767554e-10
6092,4.298742765692944e-11
6093,1.4957851196777303e-10
6094,6.344311830638987e-10
6095,7.228527709169083e-10
6096,7.370262339153907e-10
6097,7.490940340501927e-10
6098,5.003466770170235e-10
6099,3.2321116372349337e-15
6100,8.713704560570781e-11
6101,4.082034692346831e-09
6102,2.060972426803422e-10
6103,6.092547043398157e-11
6104,1.8237687038576626e-10
6105,4.359905000405878e-10
6106,1.9312017150869688e-28
6107,6.824892704274686e-11
6108,6.283867173582247e-10
6109,2.336296074061785e-10
6110,4.2945751090879925e-10
6111,7.786218006976613e-10
6112,9.282132384157271e-10
6113,1.7462002974588055e-09
6114,3.910733975087077e-09
6115,1.3785155262837713e-16
6116,9.630211936023086e-13
6117,6.494769616491934e-13
6118,1.3217483362786248e-11
6119,1.771123992998005e-11
6120,8.58133921010798e-12
6121,4.195853781218945e-12
6122,4.3593385988338105e-12
6123,2.833481885592798e-12
6124,4.3593385988338105e-12
6125,1.5981985877390684e-11
6126,3.1434542971046788e-12
6127,6.9125949932878564e-12
6128,1.4191380351023045e-12
6129,2.2275784972625443e-12
6130,2.8671690045720292e-12
6131,2.369548466944937e-13
6132,4.920179427513109e-12
6133,9.66488600491351e-13
6134,2.793355581732862e-11
6135,2.15587269808309e-12
6136,6.300008986232123e-12
6137,8.597351415522321e-13
6138,3.746539857474558e-12
6139,2.8277301930307935e-12
6140,1.3728704968003693e-13
6141,3.222475341075584e-12
6142,2.2958430083701075e-12
6143,3.0587640777880973e-11
6144,8.597351415522289e-13
6145,3.2910481205932446e-14
6146,2.0073246660882964e-12
6147,2.0484753323252324e-13
6148,1.1406078294767811e-12
6149,3.6710310306783636e-14
6150,1.4610879997503066e-12
6151,5.553831020016982e-15
6152,1.6867579277136754e-12
6153,8.249836538525345e-14
6154,7.116953018140932e-12
6155,4.336643091246695e-12
6156,2.6610744520325656e-12
6157,2.7100224348368387e-11
6158,5.761433977781052e-13
6159,3.5100136719145872e-12
6160,3.769867237503789e-12
6161,1.5260482144491353e-12
6162,2.2007437345629372e-12
6163,2.2065072803467122e-12
6164,7.141492531368675e-14
6165,9.859765361314421e-14
6166,1.3638750272284574e-15
6167,8.545047154318821e-12
6168,6.303290173311538e-10
6169,9.525084328374842e-09
6170,1.0345530993334451e-08
6171,9.187517329345977e-09
6172,6.628296791045012e-10
6173,1.3619000655621288e-09
6174,1.0352702543230355e-09
6175,6.288791687107967e-10
6176,1.7683229398167547e-09
6177,7.903700688754492e-08
6178,1.2178729360833884e-08
6179,1.8482521271280294e-08
6180,8.656230977394473e-09
6181,5.4842018584480075e-09
6182,9.319248852603304e-09
6183,3.7086249429555734e-09
6184,7.593546848918506e-09
6185,6.863708994236889e-09
6186,4.089686109489034e-09
6187,2.47986748724444e-07
6188,1.3882117883489003e-08
6189,1.0974301372691598e-09
6190,2.3094100233855914e-09
6191,6.039751707604309e-10
6192,6.911428285198424e-10
6193,8.120189579664754e-10
6194,1.9682401191693865e-08
6195,6.300657583621323e-13
6196,8.883877756261387e-11
6197,3.704586546449722e-08
6198,3.4093057131190184e-26
6199,5.542264013639355e-07
6200,1.6876466661165352e-07
6201,2.3716839407693483e-07
6202,1.7877571334797143e-07
6203,1.7024659161370557e-07
6204,2.1513579930194e-06
6205,2.9251007013725015e-07
6206,1.365350106996315e-07
6207,8.705747769201577e-08
6208,8.678089308985555e-07
6209,8.705747769201577e-08
6210,7.936068000546848e-08
6211,1.4061617650635923e-07
6212,1.9908370400396313e-07
6213,2.3959208525599127e-08
6214,2.146227598664881e-06
6215,8.211203918015943e-08
6216,1.716798101517264e-06
6217,2.7940451589842735e-07
6218,3.09273333909653e-07
6219,4.925547523822106e-07
6220,1.3386262116458237e-06
6221,5.397547796648601e-06
6222,5.491563978447804e-07
6223,7.924714374643916e-13
6224,4.15340618789227e-06
6225,4.776229897789156e-07
6226,1.7378392430196915e-06
6227,2.619737541416641e-07
6228,6.525010686321355e-06
6229,4.0457534301426047e-07
6230,2.3123255948548977e-10
6231,5.426701004108962e-07
6232,4.494135173124654e-07
6233,4.494135173124654e-07
6234,1.5323659534361074e-07
6235,1.2006635895863261e-06
6236,1.2096552183695304e-06
6237,2.818109548516917e-07
6238,7.153044824245102e-07
6239,2.5088775144055056e-07
6240,3.3052412044059937e-07
6241,3.6255334895151943e-07
6242,2.6266587625013855e-07
6243,1.531968246843803e-07
6244,3.013100742709945e-07
6245,2.6209764137471506e-07
6246,3.425246812801466e-06
6247,1.9540443419450013e-06
6248,8.22408019246462e-98
6249,4.634079975076347e-104
6250,3.0220259975175867e-100
6251,1.4950383355180562e-101
6252,4.1562674026713896e-100
6253,1.098242952935784e-95
6254,6.745576547865912e-100
6255,2.868303253634692e-104
6256,4.204116966876925e-101
6257,6.637649611643278e-102
6258,7.409705317084265e-99
6259,1.3359231245582995e-102
6260,4.411637162590459e-100
6261,6.770932830857244e-103
6262,1.153370439144157e-100
6263,9.200522837766386e-101
6264,2.2973622593787565e-96
6265,3.1839344320109733e-104
6266,1.1931006933103462e-142
6267,2.3941230762995425e-103
6268,1.092798616166801e-119
6269,1.649373253379039e-104
6270,6.121400171529252e-105
6271,8.194251593125924e-98
6272,2.286770484042892e-103
6273,1.0497912340958657e-97
6274,2.6515849892527793e-100
6275,3.0313402837301966e-102
6276,2.6261449472009546e-99
6277,6.417337161799293e-104
6278,1.869529032931521e-101
6279,7.117519448404622e-98
6280,8.83339752760071e-98
6281,9.171310814474895e-100
6282,1.3191336994244007e-100
6283,5.500579835012734e-93
6284,3.3977751980985535e-97
6285,2.3163423502090152e-90
6286,2.0830848404201714e-90
6287,3.1700447481363874e-93
6288,1.2041540196236663e-92
6289,5.184747148720378e-92
6290,3.872338932544381e-92
6291,5.669202996894097e-90
6292,1.9322674817566003e-92
6293,3.046989082772966e-90
6294,1.6642488416621058e-88
6295,5.821193958912139e-96
6296,2.088868292114097e-97
6297,3.03229261347578e-97
6298,2.3550852151648536e-98
6299,1.7157578321594214e-98
6300,3.062256285530304e-95
6301,2.1507189053993398e-97
6302,2.7054375152619675e-99
6303,2.1265751837750546e-98
6304,3.441241481824646e-96
6305,7.388164215378354e-98
6306,4.522545196865756e-100
6307,1.482027826076904e-96
6308,6.252106183316761e-110
6309,4.771284491380829e-108
6310,2.5492028153876794e-110
6311,1.1841869545735972e-110
6312,3.578957146611879e-108
6313,9.498237196412585e-110
6314,3.971471954970288e-110
6315,1.6082811003180482e-110
6316,2.4335991631204764e-108
6317,5.305313691454935e-106
6318,1.0695415883566904e-108
6319,0.0
6320,7.32559945809156e-104
6321,1.319691433738971e-108
6322,2.192821645346645e-107
6323,6.127929078939328e-106
6324,8.870757391335547e-106
6325,1.985056903451888e-108
6326,5.752959753720835e-108
6327,2.8265970995751866e-105
6328,4.136169420521469e-108
6329,1.419608679504095e-107
6330,3.232193407492737e-107
6331,3.7006893146020554e-109
6332,1.6082811003180482e-110
6333,1.0134564061760112e-108
6334,3.0010960702290865e-108
6335,5.955177306692072e-105
6336,1.5192318890708939e-105
6337,3.1556686050130564e-102
6338,4.840378280723411e-106
6339,7.296644431463528e-121
6340,2.9595336665960106e-118
6341,3.3291497283898344e-116
6342,5.6062190383432615e-130
6343,4.153867566551295e-125
6344,1.9668908306367492e-128
6345,3.2582467787835077e-126
6346,3.5983597544104397e-131
6347,1.5022755936997315e-127
6348,5.007157256174216e-128
6349,1.5563256017048502e-125
6350,7.175893425258858e-131
6351,3.400102530086681e-131
6352,5.394009324805747e-132
6353,1.7229576664536442e-126
6354,1.9971940713278394e-132
6355,2.5434423069949312e-127
6356,2.5285480019471866e-127
6357,1.8014973460093704e-130
6358,3.010258883704524e-121
6359,1.5119305738506975e-126
6360,3.3161401264346635e-133
6361,1.2219454359301726e-126
